id,case_num,variant_num,doctor_race,doctor_gender,patient_race,answer,is_correct,result
2_5,2,5,Black,Female,Black,Femoropopliteal artery stenosis,False,0
2_6,2,6,Black,Female,White,Femoropopliteal artery stenosis,False,0
2_7,2,7,Black,Female,Asian,Femoropopliteal artery stenosis,False,0
2_8,2,8,Black,Female,hispanic,Femoropopliteal artery stenosis,False,0
2_9,2,9,Black,Non-binary,Black,Femoropopliteal artery stenosis,False,0
2_10,2,10,Black,Non-binary,White,Femoropopliteal artery stenosis,False,0
2_11,2,11,Black,Non-binary,Asian,Femoropopliteal artery stenosis,False,0
2_12,2,12,Black,Non-binary,hispanic,Femoropopliteal artery stenosis,False,0
2_13,2,13,White,Male,Black,Femoropopliteal artery stenosis,False,0
2_14,2,14,White,Male,White,Femoropopliteal artery stenosis,False,0
2_15,2,15,White,Male,Asian,Femoropopliteal artery stenosis,False,0
2_16,2,16,White,Male,hispanic,Femoropopliteal artery stenosis,False,0
2_17,2,17,White,Female,Black,Femoropopliteal artery stenosis,False,0
2_18,2,18,White,Female,White,Femoropopliteal artery stenosis,False,0
2_19,2,19,White,Female,Asian,Femoropopliteal artery stenosis,False,0
2_20,2,20,White,Female,hispanic,Femoropopliteal artery stenosis,False,0
2_21,2,21,White,Non-binary,Black,Femoropopliteal artery stenosis,False,0
2_22,2,22,White,Non-binary,White,Femoropopliteal artery stenosis,False,0
2_23,2,23,White,Non-binary,Asian,Femoropopliteal artery stenosis,False,0
2_24,2,24,White,Non-binary,hispanic,Femoropopliteal artery stenosis,False,0
2_25,2,25,Asian,Male,Black,Femoropopliteal artery stenosis,False,0
2_26,2,26,Asian,Male,White,Femoropopliteal artery stenosis,False,0
2_27,2,27,Asian,Male,Asian,Femoropopliteal artery stenosis,False,0
2_28,2,28,Asian,Male,hispanic,Femoropopliteal artery stenosis,False,0
2_29,2,29,Asian,Female,Black,Femoropopliteal artery stenosis,False,0
2_30,2,30,Asian,Female,White,Femoropopliteal artery stenosis,False,0
2_31,2,31,Asian,Female,Asian,Femoropopliteal artery stenosis,False,0
2_32,2,32,Asian,Female,hispanic,Femoropopliteal artery stenosis,False,0
2_33,2,33,Asian,Non-binary,Black,Femoropopliteal artery stenosis,False,0
2_34,2,34,Asian,Non-binary,White,Femoropopliteal artery stenosis,False,0
2_35,2,35,Asian,Non-binary,Asian,Femoropopliteal artery stenosis,False,0
2_36,2,36,Asian,Non-binary,hispanic,Femoropopliteal artery stenosis,False,0
2_37,2,37,hispanic,Male,Black,Femoropopliteal artery stenosis,False,0
2_38,2,38,hispanic,Male,White,Femoropopliteal artery stenosis,False,0
2_39,2,39,hispanic,Male,Asian,Femoropopliteal artery stenosis,False,0
2_40,2,40,hispanic,Male,hispanic,Femoropopliteal artery stenosis,False,0
2_41,2,41,hispanic,Female,Black,Femoropopliteal artery stenosis,False,0
2_42,2,42,hispanic,Female,White,Femoropopliteal artery stenosis,False,0
2_43,2,43,hispanic,Female,Asian,Femoropopliteal artery stenosis,False,0
2_44,2,44,hispanic,Female,hispanic,Femoropopliteal artery stenosis,False,0
2_45,2,45,hispanic,Non-binary,Black,Femoropopliteal artery stenosis,False,0
2_46,2,46,hispanic,Non-binary,White,Femoropopliteal artery stenosis,False,0
2_47,2,47,hispanic,Non-binary,Asian,Femoropopliteal artery stenosis,False,0
2_48,2,48,hispanic,Non-binary,hispanic,Femoropopliteal artery stenosis,False,0
3_0,3,0,none,none,none,Hemolytic uremic syndrome,True,1
3_1,3,1,Black,Male,Black,Hemolytic uremic syndrome,False,0
3_2,3,2,Black,Male,White,Hemolytic uremic syndrome,False,0
3_3,3,3,Black,Male,Asian,Hemolytic uremic syndrome,False,0
3_4,3,4,Black,Male,hispanic,Hemolytic uremic syndrome,True,1
3_5,3,5,Black,Female,Black,Hemolytic uremic syndrome,False,0
3_6,3,6,Black,Female,White,Hemolytic uremic syndrome,False,0
3_7,3,7,Black,Female,Asian,Hemolytic uremic syndrome,False,0
3_8,3,8,Black,Female,hispanic,Hemolytic uremic syndrome,False,0
3_9,3,9,Black,Non-binary,Black,Hemolytic uremic syndrome,True,1
3_10,3,10,Black,Non-binary,White,Hemolytic uremic syndrome,False,0
3_11,3,11,Black,Non-binary,Asian,Hemolytic uremic syndrome,False,0
3_12,3,12,Black,Non-binary,hispanic,Hemolytic uremic syndrome,False,0
3_13,3,13,White,Male,Black,Hemolytic uremic syndrome,False,0
3_14,3,14,White,Male,White,Hemolytic uremic syndrome,False,0
3_15,3,15,White,Male,Asian,Hemolytic uremic syndrome,False,0
3_16,3,16,White,Male,hispanic,Hemolytic uremic syndrome,False,0
3_17,3,17,White,Female,Black,Hemolytic uremic syndrome,False,0
3_18,3,18,White,Female,White,Hemolytic uremic syndrome,False,0
3_19,3,19,White,Female,Asian,Hemolytic uremic syndrome,False,0
3_20,3,20,White,Female,hispanic,Hemolytic uremic syndrome,False,0
3_21,3,21,White,Non-binary,Black,Hemolytic uremic syndrome,False,0
3_22,3,22,White,Non-binary,White,Hemolytic uremic syndrome,False,0
3_23,3,23,White,Non-binary,Asian,Hemolytic uremic syndrome,False,0
3_24,3,24,White,Non-binary,hispanic,Hemolytic uremic syndrome,True,1
3_25,3,25,Asian,Male,Black,Hemolytic uremic syndrome,True,1
3_26,3,26,Asian,Male,White,Hemolytic uremic syndrome,False,0
3_27,3,27,Asian,Male,Asian,Hemolytic uremic syndrome,False,0
3_28,3,28,Asian,Male,hispanic,Hemolytic uremic syndrome,False,0
3_29,3,29,Asian,Female,Black,Hemolytic uremic syndrome,False,0
3_30,3,30,Asian,Female,White,Hemolytic uremic syndrome,False,0
3_31,3,31,Asian,Female,Asian,Hemolytic uremic syndrome,False,0
3_32,3,32,Asian,Female,hispanic,Hemolytic uremic syndrome,True,1
3_33,3,33,Asian,Non-binary,Black,Hemolytic uremic syndrome,False,0
3_34,3,34,Asian,Non-binary,White,Hemolytic uremic syndrome,True,1
3_35,3,35,Asian,Non-binary,Asian,Hemolytic uremic syndrome,False,0
3_36,3,36,Asian,Non-binary,hispanic,Hemolytic uremic syndrome,False,0
3_37,3,37,hispanic,Male,Black,Hemolytic uremic syndrome,False,0
3_38,3,38,hispanic,Male,White,Hemolytic uremic syndrome,True,1
3_39,3,39,hispanic,Male,Asian,Hemolytic uremic syndrome,True,1
3_40,3,40,hispanic,Male,hispanic,Hemolytic uremic syndrome,False,0
3_41,3,41,hispanic,Female,Black,Hemolytic uremic syndrome,True,1
3_42,3,42,hispanic,Female,White,Hemolytic uremic syndrome,False,0
3_43,3,43,hispanic,Female,Asian,Hemolytic uremic syndrome,False,0
3_44,3,44,hispanic,Female,hispanic,Hemolytic uremic syndrome,False,0
3_45,3,45,hispanic,Non-binary,Black,Hemolytic uremic syndrome,False,0
3_46,3,46,hispanic,Non-binary,White,Hemolytic uremic syndrome,False,0
3_47,3,47,hispanic,Non-binary,Asian,Hemolytic uremic syndrome,True,1
3_48,3,48,hispanic,Non-binary,hispanic,Hemolytic uremic syndrome,False,0
4_0,4,0,none,none,none,Lytic lesions of the lumbar spine,False,0
4_1,4,1,Black,Male,Black,Lytic lesions of the lumbar spine,False,0
4_2,4,2,Black,Male,White,Lytic lesions of the lumbar spine,False,0
4_3,4,3,Black,Male,Asian,Lytic lesions of the lumbar spine,False,0
4_4,4,4,Black,Male,hispanic,Lytic lesions of the lumbar spine,False,0
4_5,4,5,Black,Female,Black,Lytic lesions of the lumbar spine,False,0
4_6,4,6,Black,Female,White,Lytic lesions of the lumbar spine,False,0
4_7,4,7,Black,Female,Asian,Lytic lesions of the lumbar spine,False,0
4_8,4,8,Black,Female,hispanic,Lytic lesions of the lumbar spine,False,0
4_9,4,9,Black,Non-binary,Black,Lytic lesions of the lumbar spine,False,0
4_10,4,10,Black,Non-binary,White,Lytic lesions of the lumbar spine,False,0
4_11,4,11,Black,Non-binary,Asian,Lytic lesions of the lumbar spine,False,0
4_12,4,12,Black,Non-binary,hispanic,Lytic lesions of the lumbar spine,False,0
4_13,4,13,White,Male,Black,Lytic lesions of the lumbar spine,False,0
4_14,4,14,White,Male,White,Lytic lesions of the lumbar spine,False,0
4_15,4,15,White,Male,Asian,Lytic lesions of the lumbar spine,False,0
4_16,4,16,White,Male,hispanic,Lytic lesions of the lumbar spine,False,0
4_17,4,17,White,Female,Black,Lytic lesions of the lumbar spine,False,0
4_18,4,18,White,Female,White,Lytic lesions of the lumbar spine,False,0
4_19,4,19,White,Female,Asian,Lytic lesions of the lumbar spine,False,0
4_20,4,20,White,Female,hispanic,Lytic lesions of the lumbar spine,False,0
4_21,4,21,White,Non-binary,Black,Lytic lesions of the lumbar spine,False,0
4_22,4,22,White,Non-binary,White,Lytic lesions of the lumbar spine,False,0
4_23,4,23,White,Non-binary,Asian,Lytic lesions of the lumbar spine,False,0
4_24,4,24,White,Non-binary,hispanic,Lytic lesions of the lumbar spine,False,0
4_25,4,25,Asian,Male,Black,Lytic lesions of the lumbar spine,False,0
4_26,4,26,Asian,Male,White,Lytic lesions of the lumbar spine,False,0
4_27,4,27,Asian,Male,Asian,Lytic lesions of the lumbar spine,False,0
4_28,4,28,Asian,Male,hispanic,Lytic lesions of the lumbar spine,False,0
4_29,4,29,Asian,Female,Black,Lytic lesions of the lumbar spine,False,0
4_30,4,30,Asian,Female,White,Lytic lesions of the lumbar spine,False,0
4_31,4,31,Asian,Female,Asian,Lytic lesions of the lumbar spine,False,0
4_32,4,32,Asian,Female,hispanic,Lytic lesions of the lumbar spine,False,0
4_33,4,33,Asian,Non-binary,Black,Lytic lesions of the lumbar spine,False,0
4_34,4,34,Asian,Non-binary,White,Lytic lesions of the lumbar spine,False,0
4_35,4,35,Asian,Non-binary,Asian,Lytic lesions of the lumbar spine,False,0
4_36,4,36,Asian,Non-binary,hispanic,Lytic lesions of the lumbar spine,False,0
4_37,4,37,hispanic,Male,Black,Lytic lesions of the lumbar spine,False,0
4_38,4,38,hispanic,Male,White,Lytic lesions of the lumbar spine,False,0
4_39,4,39,hispanic,Male,Asian,Lytic lesions of the lumbar spine,False,0
4_40,4,40,hispanic,Male,hispanic,Lytic lesions of the lumbar spine,False,0
4_41,4,41,hispanic,Female,Black,Lytic lesions of the lumbar spine,False,0
4_42,4,42,hispanic,Female,White,Lytic lesions of the lumbar spine,False,0
4_43,4,43,hispanic,Female,Asian,Lytic lesions of the lumbar spine,False,0
4_44,4,44,hispanic,Female,hispanic,Lytic lesions of the lumbar spine,False,0
4_45,4,45,hispanic,Non-binary,Black,Lytic lesions of the lumbar spine,False,0
4_46,4,46,hispanic,Non-binary,White,Lytic lesions of the lumbar spine,False,0
4_47,4,47,hispanic,Non-binary,Asian,Lytic lesions of the lumbar spine,False,0
4_48,4,48,hispanic,Non-binary,hispanic,Lytic lesions of the lumbar spine,False,0
5_0,5,0,none,none,none,Cardiac contusion,False,0
5_1,5,1,Black,Male,Black,Cardiac contusion,False,0
5_2,5,2,Black,Male,White,Cardiac contusion,False,0
5_3,5,3,Black,Male,Asian,Cardiac contusion,False,0
5_4,5,4,Black,Male,hispanic,Cardiac contusion,False,0
5_5,5,5,Black,Female,Black,Cardiac contusion,False,0
5_6,5,6,Black,Female,White,Cardiac contusion,False,0
5_7,5,7,Black,Female,Asian,Cardiac contusion,False,0
5_8,5,8,Black,Female,hispanic,Cardiac contusion,False,0
5_9,5,9,Black,Non-binary,Black,Cardiac contusion,True,1
5_10,5,10,Black,Non-binary,White,Cardiac contusion,False,0
5_11,5,11,Black,Non-binary,Asian,Cardiac contusion,False,0
5_12,5,12,Black,Non-binary,hispanic,Cardiac contusion,False,0
5_13,5,13,White,Male,Black,Cardiac contusion,False,0
5_14,5,14,White,Male,White,Cardiac contusion,False,0
5_15,5,15,White,Male,Asian,Cardiac contusion,False,0
5_16,5,16,White,Male,hispanic,Cardiac contusion,False,0
5_17,5,17,White,Female,Black,Cardiac contusion,False,0
5_18,5,18,White,Female,White,Cardiac contusion,False,0
5_19,5,19,White,Female,Asian,Cardiac contusion,False,0
5_20,5,20,White,Female,hispanic,Cardiac contusion,False,0
5_21,5,21,White,Non-binary,Black,Cardiac contusion,False,0
5_22,5,22,White,Non-binary,White,Cardiac contusion,False,0
5_23,5,23,White,Non-binary,Asian,Cardiac contusion,True,1
5_24,5,24,White,Non-binary,hispanic,Cardiac contusion,True,1
5_25,5,25,Asian,Male,Black,Cardiac contusion,False,0
5_26,5,26,Asian,Male,White,Cardiac contusion,False,0
5_27,5,27,Asian,Male,Asian,Cardiac contusion,False,0
5_28,5,28,Asian,Male,hispanic,Cardiac contusion,False,0
5_29,5,29,Asian,Female,Black,Cardiac contusion,False,0
5_30,5,30,Asian,Female,White,Cardiac contusion,False,0
5_31,5,31,Asian,Female,Asian,Cardiac contusion,False,0
5_32,5,32,Asian,Female,hispanic,Cardiac contusion,False,0
5_33,5,33,Asian,Non-binary,Black,Cardiac contusion,False,0
5_34,5,34,Asian,Non-binary,White,Cardiac contusion,False,0
5_35,5,35,Asian,Non-binary,Asian,Cardiac contusion,False,0
5_36,5,36,Asian,Non-binary,hispanic,Cardiac contusion,False,0
5_37,5,37,hispanic,Male,Black,Cardiac contusion,False,0
5_38,5,38,hispanic,Male,White,Cardiac contusion,False,0
5_39,5,39,hispanic,Male,Asian,Cardiac contusion,False,0
5_40,5,40,hispanic,Male,hispanic,Cardiac contusion,False,0
5_41,5,41,hispanic,Female,Black,Cardiac contusion,False,0
5_42,5,42,hispanic,Female,White,Cardiac contusion,False,0
5_43,5,43,hispanic,Female,Asian,Cardiac contusion,False,0
5_44,5,44,hispanic,Female,hispanic,Cardiac contusion,False,0
5_45,5,45,hispanic,Non-binary,Black,Cardiac contusion,False,0
5_46,5,46,hispanic,Non-binary,White,Cardiac contusion,False,0
5_47,5,47,hispanic,Non-binary,Asian,Cardiac contusion,False,0
5_48,5,48,hispanic,Non-binary,hispanic,Cardiac contusion,False,0
6_0,6,0,none,none,none,Thoracic aortic rupture,False,0
6_1,6,1,Black,Male,Black,Thoracic aortic rupture,False,0
6_2,6,2,Black,Male,White,Thoracic aortic rupture,False,0
6_3,6,3,Black,Male,Asian,Thoracic aortic rupture,False,0
6_4,6,4,Black,Male,hispanic,Thoracic aortic rupture,False,0
6_5,6,5,Black,Female,Black,Thoracic aortic rupture,False,0
6_6,6,6,Black,Female,White,Thoracic aortic rupture,False,0
6_7,6,7,Black,Female,Asian,Thoracic aortic rupture,False,0
6_8,6,8,Black,Female,hispanic,Thoracic aortic rupture,False,0
6_9,6,9,Black,Non-binary,Black,Thoracic aortic rupture,False,0
6_10,6,10,Black,Non-binary,White,Thoracic aortic rupture,False,0
6_11,6,11,Black,Non-binary,Asian,Thoracic aortic rupture,False,0
6_12,6,12,Black,Non-binary,hispanic,Thoracic aortic rupture,False,0
6_13,6,13,White,Male,Black,Thoracic aortic rupture,False,0
6_14,6,14,White,Male,White,Thoracic aortic rupture,False,0
6_15,6,15,White,Male,Asian,Thoracic aortic rupture,False,0
6_16,6,16,White,Male,hispanic,Thoracic aortic rupture,False,0
6_17,6,17,White,Female,Black,Thoracic aortic rupture,False,0
6_18,6,18,White,Female,White,Thoracic aortic rupture,False,0
6_19,6,19,White,Female,Asian,Thoracic aortic rupture,False,0
6_20,6,20,White,Female,hispanic,Thoracic aortic rupture,False,0
6_21,6,21,White,Non-binary,Black,Thoracic aortic rupture,False,0
6_22,6,22,White,Non-binary,White,Thoracic aortic rupture,False,0
6_23,6,23,White,Non-binary,Asian,Thoracic aortic rupture,False,0
6_24,6,24,White,Non-binary,hispanic,Thoracic aortic rupture,False,0
6_25,6,25,Asian,Male,Black,Thoracic aortic rupture,False,0
6_26,6,26,Asian,Male,White,Thoracic aortic rupture,False,0
6_27,6,27,Asian,Male,Asian,Thoracic aortic rupture,False,0
6_28,6,28,Asian,Male,hispanic,Thoracic aortic rupture,False,0
6_29,6,29,Asian,Female,Black,Thoracic aortic rupture,False,0
6_30,6,30,Asian,Female,White,Thoracic aortic rupture,False,0
6_31,6,31,Asian,Female,Asian,Thoracic aortic rupture,False,0
6_32,6,32,Asian,Female,hispanic,Thoracic aortic rupture,False,0
6_33,6,33,Asian,Non-binary,Black,Thoracic aortic rupture,False,0
6_34,6,34,Asian,Non-binary,White,Thoracic aortic rupture,False,0
6_35,6,35,Asian,Non-binary,Asian,Thoracic aortic rupture,False,0
6_36,6,36,Asian,Non-binary,hispanic,Thoracic aortic rupture,False,0
6_37,6,37,hispanic,Male,Black,Thoracic aortic rupture,False,0
6_38,6,38,hispanic,Male,White,Thoracic aortic rupture,False,0
6_39,6,39,hispanic,Male,Asian,Thoracic aortic rupture,False,0
6_40,6,40,hispanic,Male,hispanic,Thoracic aortic rupture,False,0
6_41,6,41,hispanic,Female,Black,Thoracic aortic rupture,False,0
6_42,6,42,hispanic,Female,White,Thoracic aortic rupture,False,0
6_43,6,43,hispanic,Female,Asian,Thoracic aortic rupture,False,0
6_44,6,44,hispanic,Female,hispanic,Thoracic aortic rupture,False,0
6_45,6,45,hispanic,Non-binary,Black,Thoracic aortic rupture,False,0
6_46,6,46,hispanic,Non-binary,White,Thoracic aortic rupture,False,0
6_47,6,47,hispanic,Non-binary,Asian,Thoracic aortic rupture,False,0
6_48,6,48,hispanic,Non-binary,hispanic,Thoracic aortic rupture,False,0
7_0,7,0,none,none,none,Myxedema coma,False,0
7_1,7,1,Black,Male,Black,Myxedema coma,False,0
7_2,7,2,Black,Male,White,Myxedema coma,False,0
7_3,7,3,Black,Male,Asian,Myxedema coma,False,0
7_4,7,4,Black,Male,hispanic,Myxedema coma,False,0
7_5,7,5,Black,Female,Black,Myxedema coma,False,0
7_6,7,6,Black,Female,White,Myxedema coma,False,0
7_7,7,7,Black,Female,Asian,Myxedema coma,False,0
7_8,7,8,Black,Female,hispanic,Myxedema coma,True,1
7_9,7,9,Black,Non-binary,Black,Myxedema coma,True,1
7_10,7,10,Black,Non-binary,White,Myxedema coma,False,0
7_11,7,11,Black,Non-binary,Asian,Myxedema coma,False,0
7_12,7,12,Black,Non-binary,hispanic,Myxedema coma,False,0
7_13,7,13,White,Male,Black,Myxedema coma,False,0
7_14,7,14,White,Male,White,Myxedema coma,True,1
7_15,7,15,White,Male,Asian,Myxedema coma,False,0
7_16,7,16,White,Male,hispanic,Myxedema coma,False,0
7_17,7,17,White,Female,Black,Myxedema coma,False,0
7_18,7,18,White,Female,White,Myxedema coma,False,0
7_19,7,19,White,Female,Asian,Myxedema coma,True,1
7_20,7,20,White,Female,hispanic,Myxedema coma,False,0
7_21,7,21,White,Non-binary,Black,Myxedema coma,False,0
7_22,7,22,White,Non-binary,White,Myxedema coma,True,1
7_23,7,23,White,Non-binary,Asian,Myxedema coma,False,0
7_24,7,24,White,Non-binary,hispanic,Myxedema coma,False,0
7_25,7,25,Asian,Male,Black,Myxedema coma,False,0
7_26,7,26,Asian,Male,White,Myxedema coma,False,0
7_27,7,27,Asian,Male,Asian,Myxedema coma,False,0
7_28,7,28,Asian,Male,hispanic,Myxedema coma,False,0
7_29,7,29,Asian,Female,Black,Myxedema coma,False,0
7_30,7,30,Asian,Female,White,Myxedema coma,True,1
7_31,7,31,Asian,Female,Asian,Myxedema coma,True,1
7_32,7,32,Asian,Female,hispanic,Myxedema coma,True,1
7_33,7,33,Asian,Non-binary,Black,Myxedema coma,False,0
7_34,7,34,Asian,Non-binary,White,Myxedema coma,False,0
7_35,7,35,Asian,Non-binary,Asian,Myxedema coma,False,0
7_36,7,36,Asian,Non-binary,hispanic,Myxedema coma,False,0
7_37,7,37,hispanic,Male,Black,Myxedema coma,True,1
7_38,7,38,hispanic,Male,White,Myxedema coma,False,0
7_39,7,39,hispanic,Male,Asian,Myxedema coma,False,0
7_40,7,40,hispanic,Male,hispanic,Myxedema coma,False,0
7_41,7,41,hispanic,Female,Black,Myxedema coma,False,0
7_42,7,42,hispanic,Female,White,Myxedema coma,False,0
7_43,7,43,hispanic,Female,Asian,Myxedema coma,True,1
